id,region,region_url,price,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,lat,long
7044536904,3,4,0,2015,,,,0,65622,0,0,,,10,10,7,38.2571,-77.4957
7044530656,3,4,3750,2002,7,2,5,2,152115,0,0,0,2,8,4,7,38.4391,-77.9976
7044527967,3,4,2200,2006,12,2,5,2,,0,0,1,2,7,4,7,38.2481,-77.4681
7044513875,3,4,20995,2010,12,,,2,150000,0,0,,,,,7,38.1574,-79.0651
7044511052,3,4,1500,1998,37,2,3,2,,0,0,1,,,9,7,38.3365,-77.4366
7044501226,3,4,8695,2007,37,,6,2,188000,0,0,0,,8,10,7,38.2688,-77.5476
7044465794,3,4,4295,2003,13,,6,2,199000,0,0,0,,,,7,38.2634,-77.4939
7044496777,3,4,5995,2007,8,,6,2,182000,0,0,0,,8,0,7,38.2481,-77.4681
7044494325,3,4,6495,2003,12,,5,2,20915,0,0,2,,2,8,7,38.2481,-77.4681
7044491215,3,4,0,2016,12,,,0,85026,0,0,0,,6,10,7,38.2571,-77.4957
7044489489,3,4,1800,2001,15,2,3,2,148000,0,0,1,,2,1,7,38.2688,-77.5476
7044488693,3,4,5990,2009,29,0,5,2,118713,0,0,1,2,7,1,7,38.3488,-77.7496
7044482342,3,4,17995,2013,12,,,2,104000,0,0,,,,,7,38.1574,-79.0651
7044479288,3,4,25995,2007,32,,,0,130000,0,1,,,,,7,38.1574,-79.0651
7044467699,3,4,6995,2004,,,6,2,177700,0,1,,,,,7,38.2635,-77.4935
7044463358,3,4,4295,2001,13,,6,2,210000,0,0,2,,,,7,38.2638,-77.4944
7044462099,3,4,0,2006,13,,6,2,160000,0,0,0,,,,7,38.2612,-77.4949
7044360114,3,4,10500,1966,12,,,2,14000,0,0,,,,1,7,38.2192,-78.0461
7044349280,3,4,0,2016,25,,,2,23989,0,0,,,7,9,7,38.2571,-77.4957
7044330664,3,4,0,2015,32,,,2,58867,0,0,0,,6,0,7,38.2571,-77.4957
7044316022,3,4,13995,2009,19,,5,2,108247,0,1,0,,8,0,7,38.5072,-77.3741
7044310335,3,4,0,2017,15,,,2,52079,0,0,1,,7,0,7,38.2571,-77.4957
7044309893,3,4,8000,1998,19,2,,2,148000,0,1,,,,0,7,38.4586,-77.4306
7044293961,3,4,4250,2000,37,,,2,205440,0,0,1,1,7,2,7,38.2721,-77.4948
7044291290,3,4,5477,2007,6,,,2,101565,0,0,,,7,5,7,38.7458,-77.507
7044288217,3,4,0,2016,25,,,2,24247,0,0,,,7,,7,38.2571,-77.4957
7044277617,3,4,16750,2012,22,,,2,59145,0,0,0,,11,,7,38.2721,-77.4948
7044266093,3,4,0,2016,25,,,2,19988,0,0,,,7,,7,38.2571,-77.4957
7044261320,3,4,12500,2017,37,,,2,26569,0,0,1,,7,0,7,38.2721,-77.4948
7044258945,3,4,1200,1996,7,3,5,2,160000,0,0,,1,8,8,7,38.3061,-77.1573
7044242998,3,4,0,2016,25,,,2,28610,0,0,,,7,2,7,38.2571,-77.4957
7044241739,3,4,13000,2016,37,,,2,19100,0,0,1,,7,10,7,38.2721,-77.4948
7044240613,3,4,10995,2007,7,,6,2,154056,0,0,0,,8,,7,38.5072,-77.3741
7044223902,3,4,14400,2012,15,,,2,84309,0,0,0,,8,,7,38.2721,-77.4948
7044221299,3,4,0,2005,12,,,0,89781,0,0,0,,6,0,7,38.2571,-77.4957
7044201755,3,4,0,2016,5,,,2,48671,0,0,1,,8,0,7,38.2571,-77.4957
7044201700,3,4,0,2012,7,0,6,2,105308,0,0,0,2,9,,7,37.6237,-77.3074
7044201406,3,4,17188,2017,24,,,2,41896,0,0,1,,,1,7,38.2552,-77.4976
7044022123,3,4,0,2015,12,,,4,75260,0,0,,0,3,0,7,38.2571,-77.4957
7044008577,3,4,3900,2000,9,,,2,165000,0,0,2,,9,1,7,38.0247,-77.5185
7044201377,3,4,14888,2017,29,,,2,46213,0,0,,,,8,7,38.2552,-77.4976
7044190644,3,4,8700,2005,12,3,6,2,128764,0,0,0,1,9,0,7,38.2481,-77.4681
7044172751,3,4,31500,2019,38,4,3,2,4578,1,0,1,1,8,0,7,38.4718,-77.5102
7044134872,3,4,4200,2009,9,0,3,2,98912,0,0,1,,3,0,7,38.263,-77.4932
7044100501,3,4,0,2018,3,,,2,14297,0,0,,3,3,,7,38.2571,-77.4957
7044095054,3,4,3000,1998,4,1,3,2,139487,0,1,,,1,1,7,38.5993,-77.3403
7044081423,3,4,0,2013,16,,,2,139655,0,0,,1,7,0,7,38.2571,-77.4957
7044060993,3,4,20995,2013,35,,3,2,87224,0,1,0,,7,0,7,38.5072,-77.3741
7044054704,3,4,0,2014,32,,,0,62139,0,0,0,,6,0,7,38.2571,-77.4957
7044043494,3,4,2700,2008,12,2,3,2,140000,0,1,1,0,2,0,7,38.0247,-77.5185
7044029145,3,4,12000,2015,7,,,2,51455,0,0,1,,8,0,7,38.2721,-77.4948
7043974482,3,4,16500,2016,20,,,2,47434,0,0,,1,7,0,7,38.2721,-77.4948
7043973169,3,4,1000,2001,38,1,3,2,14400,0,1,1,,1,,7,38.271,-77.6447
7043941247,3,4,2500,2005,37,0,5,2,206000,0,0,1,1,4,9,7,38.0549,-77.3499
7043940486,3,4,0,2017,16,,,2,109242,0,0,,0,7,0,7,38.2571,-77.4957
7043940489,3,4,19700,2016,6,,,2,39987,0,0,,0,2,0,7,38.2721,-77.4948
7043935862,3,4,19700,2016,6,,,2,39987,0,0,,0,2,0,7,38.2721,-77.4948
7043935880,3,4,0,2017,16,,,2,109242,0,0,,0,7,0,7,38.2571,-77.4957
7043933743,3,4,13995,2013,18,,5,2,122303,0,0,0,,7,10,7,38.5072,-77.3741
7043917071,3,4,8295,2010,35,0,3,2,82661,0,1,0,2,11,9,7,38.3488,-77.7498
7043901185,3,4,13000,2011,39,,,2,67954,0,0,,,8,,7,38.2721,-77.4948
7043901125,3,4,3997,2006,5,0,5,2,116000,0,0,1,1,7,10,7,38.2481,-77.4681
7043894152,3,4,0,2014,12,,,2,55806,0,1,,0,3,1,7,38.2571,-77.4957
7043867989,3,4,4690,2000,37,3,5,2,91201,0,0,1,1,7,,7,38.3482,-77.7491
7043866827,3,4,3000,2003,,,6,0,189410,0,0,2,1,,11,7,38.2402,-78.407
7043865574,3,4,24388,2016,6,,,2,35671,0,0,,,,1,7,38.2552,-77.4976
7043865562,3,4,23988,2019,8,,,2,28482,0,0,1,,,10,7,38.2552,-77.4976
7043858269,3,4,0,2016,16,,,2,17832,0,0,,1,7,9,7,38.2571,-77.4957
7043829951,3,4,4500,2001,19,2,5,2,,0,0,0,2,8,2,7,38.4586,-77.4306
7043714124,3,4,44500,2018,32,3,6,2,31500,0,0,0,1,6,8,7,38.2688,-77.5476
7043706193,3,4,850,1999,,2,5,2,96006,0,0,1,2,7,10,7,38.3072,-77.4631
7043685710,3,4,0,2013,12,,,2,70028,0,0,,0,8,0,7,38.2571,-77.4957
7043660418,3,4,3800,2003,12,0,5,2,,0,0,1,1,7,1,7,38.4586,-77.4306
7043650173,3,4,2800,2003,15,,3,2,240000,0,0,0,,8,6,7,38.4391,-77.9976
7043648409,3,4,0,2015,32,,,0,96001,0,1,0,,6,10,7,38.2571,-77.4957
7043633266,3,4,4200,2005,15,0,5,2,111234,0,0,1,1,7,5,7,38.2688,-77.5476
7043630077,3,4,9999,2011,6,0,6,2,242813,0,0,0,1,8,0,7,38.9268,-78.1796
7043615853,3,4,12995,2012,12,,6,2,98830,0,0,2,,10,10,7,38.5072,-77.3741
7043602779,3,4,0,2016,12,,,0,42998,0,0,0,,6,0,7,38.2571,-77.4957
7043598676,3,4,12000,2014,12,2,3,2,65000,0,1,1,0,3,1,7,38.6665,-77.4248
7043576206,3,4,2900,2003,37,0,3,3,96598,0,0,2,1,7,9,7,38.3153,-77.4741
7043574744,3,4,7499,2003,12,2,6,0,29300,0,1,0,1,6,8,7,38.9814,-77.4723
7043563917,3,4,16750,2014,15,,,2,80303,0,0,0,,8,0,7,38.2721,-77.4948
7043562418,3,4,11999,2013,12,,5,2,158683,0,0,0,,8,9,7,38.2481,-77.4681
7043562275,3,4,7999,2008,6,,6,2,204372,0,0,,,8,3,7,38.2481,-77.4681
7043562159,3,4,6999,2008,0,,5,2,150422,0,0,,,8,,7,38.2481,-77.4681
7043553685,3,4,0,2017,12,,,2,35088,0,1,,,3,1,7,38.2571,-77.4957
7043473185,3,4,45900,2019,12,,,2,16696,0,0,,,,,7,38.33,-77.7326
7042030766,3,4,0,2014,29,,,2,49471,0,0,1,,7,,7,38.2571,-77.4957
7043544881,3,4,0,2010,12,0,6,2,37869,0,0,0,2,9,2,7,37.6237,-77.3074
7043524487,3,4,15200,2017,37,,,2,13009,0,0,1,,7,,7,38.2721,-77.4948
7043503579,3,4,0,2006,12,0,6,0,170920,0,0,0,1,9,2,7,37.6237,-77.3074
7043500851,3,4,0,2013,3,,,2,123359,0,0,,,8,1,7,38.2571,-77.4957
7043492941,3,4,2800,2006,13,1,6,2,163884,0,0,0,1,8,5,7,37.8984,-77.7966
7043488885,3,4,3100,2004,4,0,5,2,130145,0,0,,1,7,1,7,38.3153,-77.4741
7043484272,3,4,9999,2009,12,,6,2,126426,0,0,2,,12,10,7,38.2481,-77.4681
7043483711,3,4,8000,2009,12,,,4,145783,0,0,0,,8,0,7,38.2721,-77.4948
7043479454,3,4,2200,2004,8,0,3,2,97355,0,1,1,1,11,10,7,38.2995,-77.4772
7043475304,3,4,1500,2000,12,1,5,2,,0,1,2,,6,8,7,38.2192,-78.0461
7043472677,3,4,10900,2011,12,,,2,173743,0,0,,,,,7,38.3304,-77.7339
7043471999,3,4,36900,2005,12,,,0,39458,0,0,,,,,7,38.3304,-77.7333
7043471473,3,4,4996,2001,8,,,2,76645,0,0,,,,,7,38.3304,-77.7312
7043471012,3,4,35900,2015,12,,,0,28746,0,0,,,,,7,38.3296,-77.7345
7043453275,3,4,2100,2002,38,0,3,2,141840,0,0,1,3,3,8,7,38.3153,-77.4741
7043443027,3,4,0,2015,32,,,2,58833,0,0,0,,6,10,7,38.2571,-77.4957
7043439714,3,4,13000,2008,12,,,2,63431,0,0,,3,2,9,7,38.2721,-77.4948
7043437623,3,4,15995,2012,25,,6,2,114871,0,0,0,,7,0,7,38.5072,-77.3741
7043428820,3,4,3995,2012,29,2,3,2,107150,0,0,1,0,7,10,7,38.3829,-77.4431
7043420777,3,4,3995,2013,16,2,3,2,125120,0,0,1,3,3,8,7,38.383,-77.4434
7043415815,3,4,3490,2009,12,2,5,2,143250,0,0,1,1,7,5,7,38.3834,-77.4433
7043410772,3,4,2995,2009,7,2,3,2,118150,0,0,1,1,7,1,7,38.3832,-77.4429
7043405800,3,4,4795,2010,20,2,3,2,48950,0,0,1,0,7,0,7,38.3833,-77.4429
7043393602,3,4,18750,2014,0,,,2,71302,0,0,,,8,,7,38.2721,-77.4948
7043384286,3,4,0,2008,17,,,2,140895,0,0,0,,7,0,7,38.2571,-77.4957
7043368702,3,4,2500,2005,16,2,3,2,217000,0,1,1,0,3,8,7,38.2688,-77.5476
7043360935,3,4,12777,2017,29,,3,2,64431,0,0,1,,7,10,7,38.4586,-77.4306
7043360869,3,4,5477,2012,12,,3,2,100118,0,0,1,,7,10,7,38.4586,-77.4306
7043354817,3,4,50000,2017,12,3,,0,42000,1,0,0,1,6,5,, PREFERRED EQUIPMENT PKG , LARIAT ULTIMATE PACKAGE
7043019381,3,4,0,2015,12,,,4,75260,0,0,,0,3,0,7,38.2571,-77.4957
7043340529,3,4,2997,2002,13,2,6,2,227000,0,0,0,1,6,5,7,38.2481,-77.4681
7043339901,3,4,3150,2004,7,2,6,2,207300,0,0,0,1,8,1,7,38.2481,-77.4681
7043338980,3,4,0,2005,12,,,0,89781,0,0,0,,6,0,7,38.2571,-77.4957
7043337745,3,4,0,2009,29,0,5,2,136953,0,0,0,2,8,,7,37.6237,-77.3074
7043337274,3,4,13998,2017,35,,,2,41627,0,0,,,,,7,38.2552,-77.4976
7043333806,3,4,3900,2007,7,0,3,2,,0,0,1,0,7,0,7,38.2688,-77.5476
7043292544,3,4,4000,1979,7,2,6,2,0,0,1,0,1,5,0,7,38.3796,-77.5349
7042997755,3,4,0,2014,12,,,4,35317,0,0,0,,6,10,7,38.2571,-77.4957
7042987017,3,4,16500,2016,20,,,2,47434,0,0,,1,7,0,7,38.2721,-77.4948
7041904139,3,4,0,2016,5,,,2,37680,0,0,1,,8,,7,38.2571,-77.4957
7043160884,3,4,8395,2008,22,0,5,2,132450,0,0,0,2,8,8,7,38.2481,-77.4681
7043158532,3,4,10995,2010,22,0,5,2,123000,0,0,0,2,8,9,7,38.2481,-77.4681
7043156290,3,4,13995,2013,0,3,5,2,70250,0,0,0,2,8,9,7,38.2481,-77.4681
7043153769,3,4,5695,2004,22,0,5,2,152400,0,0,0,2,8,9,7,38.2481,-77.4681
7043137369,3,4,4120,2010,,2,5,2,187006,0,0,0,2,8,0,7,38.8776,-77.3885
7043122167,3,4,3500,2007,37,1,5,2,287000,0,0,1,,8,,7,38.7153,-77.7417
7043103026,3,4,41990,2018,37,,,2,5710,0,0,0,,6,2,7,38.2735,-77.4926
7043062568,3,4,15450,2014,15,,,2,45665,0,0,,,2,0,7,38.2735,-77.4926
7043062375,3,4,0,2013,16,,,2,139655,0,0,,1,7,0,7,38.2571,-77.4957
7043052154,3,4,19500,2016,25,,,2,22320,0,0,,,7,10,7,38.2721,-77.4948
7043041053,3,4,0,2014,32,,,0,62139,0,0,0,,6,0,7,38.2571,-77.4957
7043025731,3,4,22000,2015,12,,,2,73000,0,0,,,,,7,38.2688,-77.5476
7043020345,3,4,5500,2019,,,,1,,0,0,,,,,7,38.2688,-77.5476
7043019558,3,4,10000,2014,37,,,2,87114,0,0,1,,7,10,7,38.2721,-77.4948
7043019560,3,4,11990,2008,12,,,2,89963,0,1,,3,2,9,7,38.2735,-77.4926
7042977304,3,4,3499,2003,26,2,6,2,184341,0,0,0,,8,1,7,38.3145,-77.4733
7042976476,3,4,15999,1966,,2,3,2,,0,1,2,0,1,6,7,38.2481,-77.4681
7042976015,3,4,12250,2013,37,,,2,125420,0,0,1,,11,9,7,38.2735,-77.4926
7042975854,3,4,0,2016,18,,,2,30445,0,0,,,7,0,7,38.2571,-77.4957
7042967234,3,4,6500,2009,,0,3,2,92500,0,0,1,1,7,5,7,39.1757,-77.1873
7042954698,3,4,19500,2016,25,,,2,17429,0,,,,7,9,7,38.2721,-77.4948
7042954547,3,4,0,2015,,,,2,21518,0,0,,,7,10,7,38.2571,-77.4957
7042935098,3,4,0,2013,4,,,2,55188,0,0,,0,1,9,7,38.2571,-77.4957
7042724510,3,4,13995,2016,37,3,3,2,47250,0,0,1,2,7,9,7,38.2481,-77.4681
7042715712,3,4,0,2016,25,,,2,22896,0,0,,,7,0,7,38.2571,-77.4957
7042932859,3,4,13995,2014,7,,5,2,33000,0,0,1,,,,7,38.2634,-77.4941
7042932796,3,4,23750,2014,37,,,2,112099,0,0,0,,6,,7,38.2735,-77.4926
7042923111,3,4,19000,2016,25,,,2,27625,0,0,,,7,9,7,38.2721,-77.4948
7042916681,3,4,0,2011,32,,,2,110579,0,0,0,,6,4,7,38.2571,-77.4957
7042891661,3,4,19970,2016,12,,,2,44899,0,0,1,,,6,7,38.2552,-77.4976
7042884306,3,4,2800,2006,8,0,5,2,198000,0,0,1,2,4,1,7,37.9451,-77.4714
7042872892,3,4,2500,2001,35,2,3,2,188500,0,0,2,1,11,4,7,38.832,-77.12
7042834914,3,4,3499,1998,35,0,3,2,66000,0,0,0,,11,1,7,38.793,-77.5266
7042703087,3,4,3200,2006,29,0,3,2,,0,0,,,,11,7,38.3365,-77.4366
7042697289,3,4,49000,2018,12,3,6,2,12703,1,1,2,,2,1,7,38.4586,-77.4306
7042678786,3,4,0,2016,29,,,2,75805,0,0,1,,7,8,7,38.2571,-77.4957
7042666736,3,4,5999,2006,0,,3,2,166025,0,1,1,,12,5,7,38.2481,-77.4681
7042657672,3,4,18950,2013,17,,,2,54635,0,0,,,11,9,7,38.2735,-77.4926
7042634750,3,4,0,2016,37,,,2,35795,0,0,0,,11,10,7,38.2571,-77.4957
7042610531,3,4,8350,2014,19,,,2,85829,0,1,1,,3,8,7,38.2735,-77.4926
7042606513,3,4,8500,2010,4,2,5,2,83900,0,1,0,2,2,9,7,38.4694,-77.4126
7042602999,3,4,5977,2008,15,,,2,135723,0,0,,1,2,0,7,38.7458,-77.507
7042599679,3,4,19250,2016,25,,,2,21004,0,0,,0,7,1,7,38.2721,-77.4948
7042393778,3,4,4377,2007,4,,5,2,150714,0,0,,,8,1,7,38.4586,-77.4306
7042393733,3,4,12777,2011,12,,6,4,115946,0,0,0,,8,0,7,38.4586,-77.4306
7042393466,3,4,15695,2013,4,,,2,92307,0,0,,0,7,9,7,38.2529,-77.5026
7042584616,3,4,0,2011,32,0,5,0,68015,0,0,0,1,9,5,7,37.6237,-77.3074
7042583895,3,4,0,2016,12,,,0,78088,0,0,0,,6,10,7,38.2571,-77.4957
7042564140,3,4,1000,2004,19,,,2,,0,0,,,,,7,38.2033,-77.5322
7042562722,3,4,1000,2004,19,2,6,2,160000,0,0,0,2,8,0,7,38.2481,-77.4681
7042557294,3,4,2100,2008,26,2,3,2,232870,0,0,1,1,7,2,7,38.3153,-77.4741
7042556575,3,4,18700,2016,25,,,2,24059,0,0,,,7,10,7,38.2721,-77.4948
7042556500,3,4,9950,2013,19,,,2,66452,0,0,1,,3,0,7,38.2735,-77.4926
7042371551,3,4,0,2016,12,,,2,14543,0,0,,,8,8,7,38.2571,-77.4957
7042370409,3,4,14888,2018,37,,,2,23858,0,0,1,,,8,7,38.2552,-77.4976
7042534499,3,4,0,2002,12,0,6,2,248078,0,0,2,,9,,7,37.6237,-77.3074
7042531314,3,4,5699,2011,29,0,3,2,135665,0,0,0,,8,,7,38.1647,-77.198
7042531042,3,4,9600,2007,13,0,6,3,140902,0,0,0,,8,,7,38.1647,-77.198
7042528105,3,4,0,2011,7,,,4,,0,0,0,,8,10,7,38.3857,-77.4422
7042527825,3,4,0,2010,37,,,2,,0,0,0,,11,9,7,38.3857,-77.4422
7042527717,3,4,0,2009,13,,,2,110921,0,0,0,,6,10,7,38.2571,-77.4957
7042513138,3,4,18500,2016,25,,,2,37404,0,0,,,7,0,7,38.2721,-77.4948
7042498877,3,4,18490,2017,9,,,2,59896,0,0,,1,7,0,7,38.2735,-77.4926
7042487092,3,4,20995,2014,12,,,2,102341,0,,0,,6,10,7,38.2529,-77.5026
7042468772,3,4,8000,2009,12,,,4,145783,0,0,0,,8,0,7,38.2721,-77.4948
7042468767,3,4,0,2016,12,,,2,38659,0,1,,3,2,0,7,38.2571,-77.4957
7042466207,3,4,12995,2002,22,,6,2,68115,0,0,2,,1,0,7,38.5072,-77.3741
7042461259,3,4,15495,2010,12,,,2,93538,0,0,0,,6,0,7,38.2529,-77.5026
7042438366,3,4,32250,2017,15,,,2,49541,0,0,0,,8,,7,38.2735,-77.4926
7042438158,3,4,27695,2017,7,,,2,96953,0,0,1,,8,10,7,38.2529,-77.5026
7042429892,3,4,4990,2003,3,0,5,2,106655,0,0,0,2,7,0,7,38.3488,-77.75
7042424675,3,4,13000,2008,12,,,2,63431,0,0,,3,2,9,7,38.2721,-77.4948
7042415214,3,4,850,1999,,2,5,2,96006,0,0,1,2,7,10,7,38.3072,-77.4631
7042415219,3,4,1000,2002,24,,3,2,,0,1,,,,,7,38.2811,-77.126
7042415197,3,4,0,2012,15,,,2,102586,0,1,,0,2,0,7,38.2571,-77.4957
7042415157,3,4,3100,2011,20,0,3,2,142302,0,1,1,1,8,9,7,38.3153,-77.4741
7042415116,3,4,0,2012,17,,,2,114929,0,0,1,,11,10,7,38.2529,-77.5026
7042402691,3,4,2999,2000,34,0,3,2,99749,0,0,1,2,7,4,7,38.3489,-77.7501
7042289953,3,4,4250,2006,19,2,5,2,188056,0,0,0,1,8,0,7,38.2481,-77.4681
7042256359,3,4,2399,2004,34,,,2,,0,0,,,,,7,46.6172,9.04913
7042180677,3,4,0,2015,35,,,2,35029,0,0,,0,7,1,7,38.2571,-77.4957
7042133383,3,4,0,2013,38,,,2,75776,0,0,,,7,,7,38.2571,-77.4957
7042126203,3,4,4997,2005,26,3,6,2,65000,0,0,2,1,7,2,7,38.2481,-77.4681
7042107072,3,4,16250,2016,8,,,2,69266,0,0,,1,7,9,7,38.2735,-77.4926
7042096253,3,4,2800,2008,8,0,5,2,93549,0,0,1,2,1,1,7,38.3153,-77.4741
7042084230,3,4,0,2015,25,,,2,52830,0,0,,1,7,0,7,38.2571,-77.4957
7042083310,3,4,3500,1985,12,2,,2,97000,0,0,2,,,11,7,38.1105,-76.7828
7042024938,3,4,3500,1994,13,1,6,0,231000,0,0,0,,,1,7,38.2481,-77.4681
7042066535,3,4,5865,2012,29,0,3,2,,0,0,0,0,8,10,7,38.3573,-77.5142
7042066477,3,4,5565,2007,29,0,5,2,,0,0,0,2,8,0,7,38.3573,-77.5142
7042066416,3,4,6865,2009,13,0,5,2,,0,0,0,1,8,8,7,38.3573,-77.5142
7042063430,3,4,6365,2006,0,0,5,2,,0,0,0,2,8,0,7,38.3573,-77.5142
7042063376,3,4,6965,2013,35,0,3,2,,0,0,0,0,8,0,7,38.3573,-77.5142
7041929310,3,4,10599,1989,29,0,5,2,56000,0,0,2,,2,7,7,38.7492,-77.4878
7042063316,3,4,8665,2010,13,0,5,2,85000,0,0,0,1,8,8,7,38.3573,-77.5142
7042060248,3,4,8465,2015,29,0,3,2,91000,0,0,0,2,8,8,7,38.3573,-77.5142
7042060188,3,4,6465,2012,12,0,5,2,,0,0,2,1,6,10,7,38.3573,-77.5142
7042060138,3,4,5965,2008,16,0,5,2,107000,0,0,1,2,8,9,7,38.3573,-77.5142
7042060068,3,4,4965,2010,20,0,3,2,,0,0,1,0,2,9,7,38.3573,-77.5142
7041923830,3,4,29495,2010,22,,,2,74232,0,0,0,,11,10,7,38.2529,-77.5026
7042059328,3,4,9250,2016,12,,,4,55612,0,0,,0,7,9,7,38.2735,-77.4926
7042056924,3,4,4465,2002,12,2,6,2,,0,0,2,1,8,1,7,38.3573,-77.5142
7042056858,3,4,5465,2011,23,0,5,2,,0,0,0,2,7,9,7,38.3573,-77.5142
7042056779,3,4,5865,2008,15,0,3,2,,0,0,1,0,7,10,7,38.3573,-77.5142
7042050173,3,4,6765,2013,16,0,3,2,,0,0,1,2,7,9,7,38.3573,-77.5142
7042056732,3,4,5865,2003,32,0,6,2,,0,0,2,1,6,9,7,38.3573,-77.5142
7042053493,3,4,11465,2010,19,0,5,2,,0,0,0,2,8,4,7,38.3573,-77.5142
7042053451,3,4,5465,2007,37,0,3,2,,0,0,1,2,7,9,7,38.3573,-77.5142
7042053386,3,4,7665,2012,12,0,3,2,103000,0,0,1,2,4,10,7,38.3573,-77.5142
7042050234,3,4,4465,2008,16,0,3,2,,0,0,1,0,7,5,7,38.3573,-77.5142
7042050106,3,4,6765,2014,20,0,3,2,93000,0,0,1,2,7,8,7,38.3573,-77.5142
7042050025,3,4,6265,2012,7,0,5,2,,0,0,1,2,7,9,7,38.3573,-77.5142
7042046917,3,4,5565,2008,8,0,5,2,,0,0,2,2,7,10,7,38.3573,-77.5142
7042046850,3,4,4965,2010,9,0,3,2,,0,0,1,2,7,0,7,38.3573,-77.5142
7042046748,3,4,6265,2010,37,0,3,2,,0,0,1,0,7,9,7,38.3573,-77.5142
7042035050,3,4,6977,2011,9,,,2,103181,0,0,0,,8,9,7,38.7458,-77.507
7042046669,3,4,7965,2005,13,0,6,2,,0,0,0,1,8,10,7,38.3573,-77.5142
7042044254,3,4,18000,2015,8,,,2,31470,0,0,,1,7,,7,38.2721,-77.4948
7042043314,3,4,3865,2006,29,0,3,2,,0,0,1,0,7,9,7,38.3573,-77.5142
7042043252,3,4,8465,2012,9,0,5,2,,0,0,0,1,8,9,7,38.3573,-77.5142
7042043187,3,4,6465,2010,,0,3,2,108000,0,0,1,0,3,1,7,38.3573,-77.5142
7042043084,3,4,11465,2007,12,0,6,2,75000,0,0,0,1,6,8,7,38.3573,-77.5142
7042018248,3,4,2500,2007,8,,,2,122987,0,0,,,,,7,38.271,-77.6447
7042013151,3,4,7000,2015,15,,,2,42734,4,0,,,,,7,38.162,-77.6854
7042011516,3,4,2300,2003,12,,6,2,183656,0,0,,,,,7,38.271,-77.6447
7042002727,3,4,14750,2016,20,,,2,75062,0,0,1,,11,,7,38.2735,-77.4926
7041995386,3,4,13500,2016,37,,,2,14253,0,0,1,,7,10,7,38.2721,-77.4948
7041990344,3,4,1650,2001,32,2,6,2,86568,0,0,2,1,10,10,7,38.2688,-77.5476
7041971961,3,4,0,2005,12,,,0,89781,0,0,0,,6,0,7,38.2571,-77.4957
7041951355,3,4,10000,2014,37,,,2,87114,0,0,1,,7,10,7,38.2721,-77.4948
7041942563,3,4,19350,2014,12,,,2,70982,0,1,,3,2,8,7,38.2735,-77.4926
7041930660,3,4,4600,2005,15,3,3,2,144765,0,0,0,1,8,5,7,36.9413,-95.7374
7041904094,3,4,16500,2016,20,,,2,47434,0,0,,1,7,0,7,38.2721,-77.4948
7041896420,3,4,22795,2017,9,,,2,39459,0,0,2,1,7,10,7,38.2529,-77.5026
7041895380,3,4,6490,2012,16,0,3,2,101039,0,0,1,2,7,9,7,38.3498,-77.7508
7041882567,3,4,1600,2005,15,,,2,207700,0,0,,,,,7,38.2649,-77.4941
7041881248,3,4,5000,2006,29,3,5,2,138543,0,0,0,1,7,9,7,37.1092,-95.7809
7041880845,3,4,27550,2015,12,,,2,16578,0,0,,3,1,1,7,38.2735,-77.4926
7041880303,3,4,8000,2008,37,3,5,2,149006,0,0,0,1,8,5,7,37.0449,-95.7612
7041879979,3,4,5695,2005,19,,6,2,124000,0,0,0,,8,4,7,38.2481,-77.4681
7041580902,3,4,28998,2018,12,,,2,,0,0,,,,,7,37.2916,-76.4905
7041879002,3,4,8200,2008,7,3,5,2,112876,0,0,2,1,10,10,7,37.0449,-95.7612
7041878868,3,4,7495,2007,15,,3,2,124000,0,1,1,,2,0,7,38.2481,-77.4681
7041878016,3,4,6000,2000,24,3,3,2,69875,0,1,0,2,1,0,7,36.961,-95.7402
7041876615,3,4,5700,2007,3,3,5,2,134765,0,0,0,2,1,5,7,37.0449,-95.7612
7041876023,3,4,6999,2013,38,3,3,2,107636,0,0,1,1,7,10,7,37.0449,-95.7612
7041875180,3,4,4500,2003,37,3,3,2,146765,0,0,1,1,8,0,7,38.2481,-77.4681
7041874533,3,4,7500,2005,25,3,5,2,86586,0,0,1,2,1,1,7,37.1328,-95.7856
7041871066,3,4,7995,2003,4,,,2,42765,0,0,,,1,,7,38.2529,-77.5026
7041867050,3,4,8500,2005,22,3,6,2,168987,0,0,1,1,8,5,7,37.0449,-95.7612
7041866403,3,4,5999,2002,37,3,3,2,85786,0,0,0,1,8,9,7,36.9413,-95.7374
7041317753,3,4,3995,2009,7,2,5,2,177000,0,0,1,2,7,9,7,38.4947,-77.9926
7041863265,3,4,6595,2006,9,,6,2,117000,0,0,2,,11,1,7,38.2481,-77.4681
7041860060,3,4,19400,2016,4,,,2,39392,0,0,,,7,,7,38.2721,-77.4948
7041846302,3,4,0,2016,16,,,2,19236,0,0,,,3,,7,38.2571,-77.4957
7041846024,3,4,17995,2014,3,,,2,110609,0,0,,,8,1,7,38.2529,-77.5026
7041841531,3,4,6900,2004,12,2,6,0,,0,0,0,1,,4,7,38.162,-77.6854
7041823627,3,4,13777,2014,8,,5,2,44055,0,0,2,,7,3,7,38.4586,-77.4306
7041823522,3,4,17277,2016,9,,5,2,89947,0,0,2,,8,0,7,38.4586,-77.4306
